category,sentence
0,7453010382234413155 
0,1936942442 1953394532 1802661751 1819042147 6649445 7895160 
0,1851877747 7628385 29113321804621165 540405683947741931140467 1802661751 1868654956 29113321654480759 
0,444234035047 435744764535 1634624355 1835104357 1801807223 
0,1819043191 448345170295 461263497331 6448179 
0,521644697956 131320444118374 
0,478594102628 1937006948 7627127 1684828020 7499628 
0,7105641 8606223248749588340 32765890658201460 544980116174667137249139 444234035047 
0,444234037604 7233901 1818584422 6578547 110386907865463 1702125932 499967813998 
0,7453010343479568500 29113321804687724 
0,7239012 7233911 7239012 7627127 113723913298277 
0,29301 465624460645 
0,7627127 111516417222000 125780036248932 25956 2129690742162744959336 7627108 1818584422 1952802157 25956 1852399984 1818584422 7169380 
0,1701082468 107148251129204 1701867368 500068280676 1918985576 111516417222000 110386773516643 7234318571485226354 28542640758940016 6514020 1952937068 1953458292 431316365177 1833826488630928892262 1918985593 1953719650 29113321535923570 7168354 6580577 435610809205 1802661751 
0,7955816 8319678367954792295 7233901 1802661751 111516298932077 125779768604014 1685024615 1700946274 34173317081821555 495672457069 
0,1819042147 7564400 
1,32777976881114984 1935894896 8388068008281666675 435644491888 7628151 29113321805209975 30840 1954047348 1935894896 228525947192 7633012 495874961251 1882207537 35416031477699868018658010484 107095919244903 14385 7895160 
0,2036429939 
0,478560413032 1819042147 6451050 126943972390003 133459203747693 
0,1701669236 29301 127991760383078 7499124 
0,2147777198266214478448 1702127970 1802658157 461262645347 
0,2110234346230949897587 
0,7628151 
0,1937207144 28268862213682536 
1,1801675112 1952540771 8245931919827755362 521611275877 3224113 1952540771 495757258610 7957695015191409254 1953722211 521510348146 245726405998 1819042147 58265538817663884401326384 1870212476304399431027 7353650 28016 7565412 7168866 7892834 926036024 7234668 33909159492674423 
0,1836216174 8606223248749588340 114844899371366 3486004 7565155 29811 495874958708 1953656691 34184235038435692 439805637747 500068609904 1869442932 125780071048556 521325014900 126939459445601 448345039213 125780071048546 1702260589 
0,1751213433 1953720684 107126926176106 29113321670403430 1769238113 119165635751795 
0,111477644486255 
0,521663502314592204058467 
0,491328140659 110429773193572 140756726392380082768340338 115914212275565 
0,24932 1685024615 1685024615 2239583644001182510192 110416889081461 
0,1852403562 7566451 29113321804621165 1819042147 495857003619 
0,28268909440757349 521510086004 28258979610322276 448345170295 6383981 128021858905189 29113321788762475 1852662116 
1,1701147238 418380476270 7020108456450617197 1869901941 126892467106353 28538277190447665 511813304079769349810540 3158069 1701147238 1952804472 8275761485553598678700909291885 1701147238 114849295070306 1819042147 266305300942691909136237 60711687761465489065261104 1819042147 143216156348475112229465906 
0,1953394532 1918985576 573332907632069924448368 121381957165416 
0,6451050 8462115744420751735 444234033268 1701210476 495840224633 
0,1953390947 24932 123623997202796 109304542945645 1685217635 6711671 3166872515 6907244 
0,478594102628 24932 7628385 3159352 6385524 448546824560 3159350 
1,6581810 1701669236 32760367514808163 7237495 3159351 431349919600 435845427824 469919427683 2037604709 1819042147 58289224867716773684131888 7352369 7235949 2057743995195782354539002366686306 
0,8319395793567572336 1953394532 517097153894 
0,1952737636 2036427888 7954788 1918985593 1685024615 1835099508 418380017257 
0,1970239851 1819437415 29113321804882295 2037169923944901469554 
0,133506767219827 1768189799 1702260588 7368033 7953749933112520569 500135191912 1852629298562978507874 7234932 30506402751803507 111516417222000 7368033 28548146740226413 8606223248749588340 8317146252889322601 
0,1702125928 495774233972 7239014 7453010364988352627 1885958772 7453010403626217057 7954788 435728772968 
0,7498099 29113321804882295 1819042147 
0,111524889521775 
0,1802661751 1819043191 448343926130 2129838797983365099363 29113321804621165 
0,448311945569 1953063287 7499628 2036735326589451267685 6645096 
0,444234033268 110386907865463 1953658216 500068280676 448412344684 474108088538489757527397 111550592214372 6775156 1885693291 444234035047 2003136107 1952670054 1953260902 1953658216 1953394532 521627985261 2239073893917686785399 6578530 30792288643805808 1701669236 474080439395 111546465216611 435678702451 8315178135798901104 482737482867 1953394532 1684957549 126888071227508 1953394532 6579554 512970877044 34184247857471852 7368564 1953390947 110425310589542 435728772968 474108088538489757527397 2109946971330426728053 1935766114 121459082163315 6579554 32500942765844848 491495844966 1685024615 113723912708461 6579554 
0,7105641 495722916203 
0,1819042147 1819042147 
0,1819042147 125779768604014 140756726396614336456978529 32760384594014051 1819042147 110386655814007 27423372232384870 
0,3166872515 7959906 6711671 1952802157 3166872515 
0,1835887981 1801680230 1919508838 544943585785915470079351 495773643367 126879381288304 495622385259 32481168787011685 521510085986 495740286320 1684104552 1953394532 127978876071782 110386756151671 435610545523 
0,521325014900 120282512849267 26739 7812726627584009586 1819043191 1885693284 1819043191 
0,7171949 
0,499967813985 7105641 1954047348 
0,1953394532 8319400234613503347 7566177 7631475 1802397812 3371888 2036427888 6452085 
0,500068280676 500068083053 7366009 2036490594 121399204015978 
1,7237495 474107080027869125113191 52983525122755 1752392035 52983525188291 31371701609132656 469919427683 29305 435845427824 1819042147 8243115018434082147 28538277257700723 2057904929767145547226013196379506 
1,7895160 1935894896 7630696 110386807202146 27509 
1,7761256 495891410786 30506402751803507 3158069 126875187113840 28550371868566887 7761256 8318822960726372214 7237495 125780121316961 2037604709 2129333263492058543473 2036427888 1684956531 7761256 241461245496 2683341109780575069527948696863253986593550508657356467817 
0,7453010330410836343 30324 6451050 
0,7234928 444234033268 1701539690 1869769058 1953394532 32495402392707437 1953390947 
0,521644695920 2019912801 32488848070240622 
1,127979059635571 32199689414468705 32760367514808163 431349130869 30506385890701938 126905251096692 29301 131075800596913234884522099 63134298950012175081552176 
0,110386891417965 1819042147 1918985572 32199646649479778 3699303 7954788 
0,2479203267 1907970644653709879654 
0,1953390947 
0,435777793139 444234035047 465675053171 9620171626328006926841264959093 7453010313331308129 113723912708461 34182100154871413 
0,1702260588 7566177 521560288869 521425874788 435611595891 
0,7174503 111546565097573 2038063468 111516417222000 6778730 
1,1918985572 145640004621809442994206512 6649461 28259048331046505 499850437496 465491093862 32774712454313057 32760367514808163 7633012 1952540771 241461245496 210599062604022926602676267469646202645409481632207040683598430766779950712296058139953 7234668 495841785905 
1,128017496502901 1819042147 59469797826080249136298288 7308895159531233644 1635017313 9622006770981083280355040784227 7306643385504130420 34165556075327336 52983525384899 1752392035 499984201569 521515500515601276497763 6644083 7562100 7892834 3551795 132453388941155 120329685972273 
0,1735290732 7959140 465675055219 121424956188019 
0,418565615463 32760384560328547 24932 7496035 6907244 
0,1851984424028034133611 482737482867 1685024615 1819047270 1701669236 1802661751 1802658156 
0,32199650810421605 8317708060514677875 
1,1819042147 58274891314665151978813744 121382024472940 28549255127136357 521644697956 1702259052 1952540771 444234035047 111477644486255 465491488628 34167742431588976 6515059 1907970651190834981228 7352374 7235949 482868671538 4452000127059821275209058957360 
0,1685024615 29113321704812397 8023152 1819042147 7498099 
1,29118836290974310 7955816 7163380306054244726 495622975334 521510348146 1684826487 7633012 7105641 1684956531 1935894896 521611146600 431198728034 1802661751 7895160 14385 7239082794204280113 2074066506951450129523 
0,26741 495605343592 1953394532 1952867692 
0,7630708 7565155 121381990850916 7453010364988352627 111546515943267 1701013870 7627127 7566698 7170419 7170412 3371117 125780153691248 
0,499967813985 126875187113843 1685024615 
0,7627127 29301 8746382351123245410 
0,1702260588 29113321654480759 
0,2036425846 1871512879701385437552 111516182736740 495773642595 1819043191 
0,7105641 1819042147 
0,125780070984051 418431265122 1952870259 24932 
1,1701147238 521611275877 133506565236087 1886220131 111477728045155 7235959 1685024873 7633012 6582128 215691112504 521611275877 6583411 7633012 1702125938 7562100 521510350945 61915835873238032426743856 32488822184109412 14385 
0,6840695 1701407599 1701407599 8025453 1851984991384725384821 1634230632 
0,111516417222000 30061 435610083700 107083775959404 
0,7233901 431315580258 31069370221293171 2003791475 126909394939489 7812726529119448691 126943805008230 
0,1869376613 1700946274 
0,478560413032 2000707924859600069986 6649449 418296785259 25697 7827314 7760247 110386756739447 6452592 110386907865463 499967813998 7760247 
0,444234035047 1634036585 7500915 7628385 7627108 
0,525854795106 1952937068 7233898 7235703 27745 1953722224 435459548783 34165556075327336 28259 29286 1953722224 8390038315971733103 125779835254116 
0,7106412 7500391 7171949 32199706527559526 34178039842728326437439631984 8746942023981951088 32481173182507373 6842229 
0,1818322290 7301236 495722919283 1953390947 1802465123 146829762756893275006004325 133532268524904 
1,2239290068886040896884 1952540771 521544036200 1937339751 29301 1634038369 7353650 1701147238 28559167692432754 114776330036595 7306086968447954800 568219586203443631452291517493371239 7633012 220003187000 60683298220924294332364848 7106674 7106147 
0,1701669236 448629993325 6580589 1701669236 
0,439804651110 1954047348 120282260201835 
0,29113321837913452 7499628 7627109 7039092 
0,33059516097131878 126879397995891 7741528752871860588 1685024615 
0,7496057 110386907865463 431315968883 1953719673 1702125932 444234426490 25971 1735289201 13410 7105641 7499628 1818322290 
0,1953394532 444234035810 1685024614 
0,32772479289292131 1685024614 
0,7105641 6841203 29286 13876 7239012 6709608 24932 1802465122 6841203 
0,478560413032 444234035047 28542640776309110 6452592 
0,1819042147 1952937068 495622908276 34178039824136343538960988520 
0,1953394532 32503098822782829 7630711 1953394532 1684957549 110425310589542 30518463054113133 1953394532 482737482867 7760247 6583671 31078217719639649 
0,6778223 2003791475 111550659456884 
1,1819042147 58293780783124416231323696 495740282228 1819042147 60697484344982909519673648 469919427683 52983525384899 435845427824 491328400997 29301 111516298932077 7809644653794452848 32488822184109412 32497648542904944 30528380133859683 
1,1701147238 7631665 1801807223 521611275877 28270026452133236 111477728045155 7235959 1650929716 1685024873 207050941123 1752392035 27511 7633012 1685024886 219851993400 1935897460 9221858293779116735154487785335 7310012224959116643 58265446941981893776062512 
0,521611141475 488440483341451998226788 
0,24944 1752457570 
0,7566698 7234303221339941222 125762889938529 478660749678 
0,488440485013804570272627 
0,1701867368 499850244711 7954788 
0,495555273833 2128681358615494880865 
0,7453010356363947120 495807591539 1684957542 418430870888 1684366711 435594161523 418430870888 1684366711 
0,1952670054 7453010356146105443 499918270581 8751735916104086128 573406982537496320962403 
0,2147777196079941122149 521375147378 1851879277 120265081250675 34185334584730469 
1,111516417222000 29113321586650980 1634038369 1819042147 67946371946781159784986928 1852403562 110386639432045 1937339751 28542696426730081 29113321703962213 53005024150369 121428950018413 27692541301388140 
0,1701082468 125762889938529 25651 7368041 500068609904 32765890859591796 495622646886 1836019570 113724097849704 132377005679986 
1,1819043191 418565549923 7103844 7106419 34165556075327336 52983525384899 499984201569 521515500515601276497763 1819042147 63110594595647047796275504 30796639612661620 6644083 7562100 3761406706142310256 2148068245599578715251 114865548258163 132302708660815236590432099 2129331578747080958317 
